TOKEN,POS,LEMMA,SENTIMENT,SOURCE,SENSE
слащавый,Adj,слащавый,negative,opinion,""
слезливый,Adj,слезливый,negative,opinion,""
слезный,Adj,слезный,negative,opinion,"ЖАЛОБНЫЙ (ВЫРАЖАЮЩИЙ ЖАЛОБУ,СКОРБЬ,ТОСКУ)"
слезный,Adj,слезный,neutral,fact,"СЛЕЗА,СЛЕЗНАЯ ЖИДКОСТЬ"
слепой,Adj,слепой,negative,opinion,"БЕЗРАССУДНЫЙ ПОСТУПОК"
слепой,Adj,слепой,negative,opinion,"СЛЕПОЙ,СЛЕПО ИСПОЛНЯЮЩИЙ"
сложный,Adj,сложный,negative,opinion,"СЛОЖНЫЙ (ТРУДНЫЙ,ЗАПУТАННЫЙ)"
сложный,Adj,сложный,neutral,fact,"СЛОЖНЫЙ ПО СОСТАВУ,СТРУКТУРЕ"
слюнтяйский,Adj,слюнтяйский,negative,opinion,""
слякотный,Adj,слякотный,negative,opinion,""
смазливый,Adj,смазливый,negative,opinion,""
смекалистый,Adj,смекалистый,positive,opinion,""
смелый,Adj,смелый,positive,opinion,""
смертельный,Adj,смертельный,negative,fact,""
смертоносный,Adj,смертоносный,negative,opinion,""
смерчевой,Adj,смерчевой,negative,fact,""
сметливый,Adj,сметливый,positive,opinion,""
смехотворный,Adj,смехотворный,negative,opinion,""
смешливый,Adj,смешливый,positive,feeling,""
смешной,Adj,смешной,negative,opinion,"СМЕШНОЙ,СМЕХОТВОРНЫЙ"
смешной,Adj,смешной,positive,opinion,"СМЕШНОЙ (ВЫЗЫВАЮЩИЙ СМЕХ)"
смиренный,Adj,смиренный,positive,opinion,""
смирный,Adj,смирный,positive,opinion,""
смрадный,Adj,смрадный,negative,feeling,""
смурной,Adj,смурной,negative,opinion,""
смутный,Adj,смутный,negative,opinion,""
смышленый,Adj,смышленый,positive,opinion,""
снайперский,Adj,снайперский,neutral,fact,"СНАЙПЕР"
снайперский,Adj,снайперский,positive,opinion,"МЕТКИЙ,СНАЙПЕРСКИЙ"
снисходительный,Adj,снисходительный,negative,opinion,"СНИСХОДИТЕЛЬНЫЙ (ОБИДНО ВЫСОКОМЕРНЫЙ)"
снисходительный,Adj,снисходительный,positive,opinion,"СНИСХОЖДЕНИЕ"
сногсшибательный,Adj,сногсшибательный,positive,opinion,""
сноровистый,Adj,сноровистый,positive,opinion,""
сносный,Adj,сносный,positive,opinion,""
соблазнительный,Adj,соблазнительный,positive,opinion,""
совершенный,Adj,совершенный,positive,opinion,""
совестливый,Adj,совестливый,positive,opinion,""
совестный,Adj,совестный,positive,feeling,""
совковый,Adj,совковый,negative,opinion,"СОВЕТСКИЙ ОБРАЗ ЖИЗНИ"
совковый,Adj,совковый,neutral,fact,"СОВОК ДЛЯ МУСОРА"
современный,Adj,современный,neutral,fact,"СОВРЕМЕННЫЙ,ТЕПЕРЕШНИЙ"
современный,Adj,современный,positive,opinion,"СОВРЕМЕННЫЙ (ПРОГРЕССИВНЫЙ)"
содержательный,Adj,содержательный,positive,opinion,""
сознательный,Adj,сознательный,neutral,fact,"СОЗНАНИЕ ЧЕЛОВЕКА"
сознательный,Adj,сознательный,neutral,opinion,"СОЗНАТЕЛЬНЫЙ,НАМЕРЕННЫЙ"
сокровенный,Adj,сокровенный,positive,opinion,""
сокрушенный,Adj,сокрушенный,negative,opinion,""
солидный,Adj,солидный,positive,opinion,""
солнечный,Adj,солнечный,neutral,fact,"СОЛНЦЕ"
солнечный,Adj,солнечный,positive,fact,"БЕЗОБЛАЧНАЯ ПОГОДА"
солнечный,Adj,солнечный,positive,opinion,"СЧАСТЛИВЫЙ (ПОЛНЫЙ СЧАСТЬЯ)"
сомнительный,Adj,сомнительный,negative,opinion,""
сонливый,Adj,сонливый,negative,opinion,""
сонный,Adj,сонный,negative,opinion,""
сообразительный,Adj,сообразительный,positive,opinion,""
сообщнический,Adj,сообщнический,negative,opinion,""
сопливый,Adj,сопливый,negative,fact,""
сорный,Adj,сорный,negative,fact,""
сорняковый,Adj,сорняковый,negative,fact,""
сортирный,Adj,сортирный,negative,opinion,""
сосредоточенный,Adj,сосредоточенный,positive,opinion,""
состоятельный,Adj,состоятельный,positive,opinion,""
сочный,Adj,сочный,positive,opinion,""
сочувственный,Adj,сочувственный,positive,feeling,""
спазматический,Adj,спазматический,negative,fact,""
спамерский,Adj,спамерский,negative,fact,""
спамовый,Adj,спамовый,negative,fact,""
спасительный,Adj,спасительный,positive,opinion,""
спаянный,Adj,спаянный,positive,opinion,""
спекулянтский,Adj,спекулянтский,negative,fact,""
спелый,Adj,спелый,positive,opinion,""
спертый,Adj,спертый,negative,feeling,""
спесивый,Adj,спесивый,negative,opinion,""
спешный,Adj,спешный,negative,opinion,"ПОСПЕШНЫЙ"
спешный,Adj,спешный,neutral,opinion,"НЕОТЛОЖНЫЙ"
спитый,Adj,спитый,negative,fact,""
сплоченный,Adj,сплоченный,positive,opinion,""
спокойный,Adj,спокойный,positive,feeling,"СПОКОЙСТВИЕ (РАСПОЛОЖЕНИЕ ДУХА)"
спокойный,Adj,спокойный,positive,opinion,"СПОКОЙНОЕ ПОВЕДЕНИЕ"
спокойный,Adj,спокойный,positive,opinion,"СПОКОЙНЫЙ (ИСПОЛНЕННЫЙ СПОКОЙСТВИЯ)"
спокойный,Adj,спокойный,positive,opinion,"СПОКОЙНЫЙ (ПРИЯТНЫЙ ДЛЯ ГЛАЗ)"
спорный,Adj,спорный,negative,opinion,""
спорый,Adj,спорый,positive,opinion,""
справедливый,Adj,справедливый,positive,opinion,""
сранный,Adj,сранный,negative,opinion,""
сраный,Adj,сраный,negative,opinion,""
средненький,Adj,средненький,negative,opinion,""
средний,Adj,средний,negative,opinion,"ПОСРЕДСТВЕННЫЙ,СРЕДНИЙ"
средний,Adj,средний,neutral,fact,"СРЕДНИЙ,НАХОДЯЩИЙСЯ В СЕРЕДИНЕ"
средний,Adj,средний,neutral,opinion,"СРЕДНИЙ ПО СВОЙСТВАМ,ПРИЗНАКАМ"
ссаный,Adj,ссаный,negative,opinion,""
стабилизационный,Adj,стабилизационный,positive,opinion,""
стабильный,Adj,стабильный,positive,opinion,""
стагнационный,Adj,стагнационный,negative,fact,""
сталинистский,Adj,сталинистский,negative,fact,""
стальной,Adj,стальной,neutral,fact,"СТАЛЬ"
стальной,Adj,стальной,neutral,fact,"СТАЛЬНОЙ ЦВЕТ"
стальной,Adj,стальной,positive,opinion,"ТВЕРДОСТЬ,СТОЙКОСТЬ,НЕПОКОЛЕБИМОСТЬ"
старательный,Adj,старательный,positive,opinion,""
старейший,Adj,старейший,neutral,fact,"ДАВНИЙ,ДАВНО СУЩЕСТВУЮЩИЙ"
старейший,Adj,старейший,neutral,fact,"СТАРЫЙ,НЕМОЛОДОЙ"
старейший,Adj,старейший,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
старенький,Adj,старенький,neutral,opinion,""
староватый,Adj,староватый,negative,opinion,""
старозаветный,Adj,старозаветный,negative,opinion,""
старомодный,Adj,старомодный,negative,opinion,""
старый,Adj,старый,negative,opinion,"СТАРЫЙ (НЕГОДНЫЙ)"
старый,Adj,старый,negative,opinion,"УСТАРЕЛЫЙ,НЕСОВРЕМЕННЫЙ"
старый,Adj,старый,neutral,fact,"ДАВНИЙ,ДАВНО СУЩЕСТВУЮЩИЙ"
старый,Adj,старый,neutral,fact,"СТАРЫЙ,НЕМОЛОДОЙ"
старый,Adj,старый,neutral,opinion,"СТАРЫЙ,НЕНОВЫЙ"
старый,Adj,старый,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
статный,Adj,статный,positive,opinion,""
стачечный,Adj,стачечный,negative,fact,""
стенокардический,Adj,стенокардический,negative,fact,""
стервозный,Adj,стервозный,negative,opinion,""
стереотипный,Adj,стереотипный,negative,opinion,""
стертый,Adj,стертый,negative,opinion,""
стеснительный,Adj,стеснительный,negative,feeling,""
стильный,Adj,стильный,positive,opinion,""
стойкий,Adj,стойкий,positive,opinion,""
столбнячный,Adj,столбнячный,negative,fact,""
страдальческий,Adj,страдальческий,negative,opinion,""
странноватый,Adj,странноватый,negative,opinion,""
странный,Adj,странный,neutral,opinion,""
страстный,Adj,страстный,positive,opinion,""
страшенный,Adj,страшенный,negative,opinion,"СТРАШНЫЙ (ВЫЗЫВАЮЩИЙ СТРАХ)"
страшенный,Adj,страшенный,neutral,opinion,"СТРАШНЫЙ (СИЛЬНЫЙ)"
страшненький,Adj,страшненький,negative,opinion,""
страшный,Adj,страшный,negative,opinion,"СТРАШНЫЙ (ВЫЗЫВАЮЩИЙ СТРАХ)"
страшный,Adj,страшный,neutral,opinion,"СТРАШНЫЙ (СИЛЬНЫЙ)"
стремительный,Adj,стремительный,positive,opinion,""
стремный,Adj,стремный,negative,opinion,""
стрессовый,Adj,стрессовый,negative,fact,""
строгий,Adj,строгий,negative,opinion,"СТРОГИЙ (СУРОВЫЙ,ЖЕСТКИЙ)"
строгий,Adj,строгий,positive,opinion,"СТРОГИЙ (ТРЕБОВАТЕЛЬНЫЙ)"
строгий,Adj,строгий,positive,opinion,"ТОЧНЫЙ (ДЕЙСТВУЮЩИЙ КАК ДОЛЖНО)"
строжайший,Adj,строжайший,neutral,opinion,""
стройный,Adj,стройный,positive,opinion,""
строптивый,Adj,строптивый,negative,opinion,""
студеный,Adj,студеный,negative,opinion,""
стыдливый,Adj,стыдливый,negative,feeling,""
стяжательский,Adj,стяжательский,negative,opinion,""
субъективный,Adj,субъективный,negative,opinion,""
сугубый,Adj,сугубый,positive/negative,opinion,""
судимый,Adj,судимый,negative,fact,""
судорожный,Adj,судорожный,negative,fact,"СУДОРОГА"
судорожный,Adj,судорожный,negative,opinion,"СУДОРОЖНЫЙ (РЕЗКИЙ И НЕПРОИЗВОЛЬНЫЙ)"
судорожный,Adj,судорожный,negative,opinion,"СУДОРОЖНЫЙ (СУЕТЛИВЫЙ)"
суеверный,Adj,суеверный,negative,opinion,""
суетливый,Adj,суетливый,negative,opinion,""
суетный,Adj,суетный,negative,fact,""
суицидальный,Adj,суицидальный,negative,fact,""
суицидный,Adj,суицидный,negative,fact,""
суицидологический,Adj,суицидологический,negative,fact,""
сумасбродный,Adj,сумасбродный,negative,opinion,""
сумасшедший,Adj,сумасшедший,negative,opinion,""
суматошный,Adj,суматошный,negative,opinion,""
сумашедший,Adj,сумашедший,negative,opinion,""
сумбурный,Adj,сумбурный,negative,opinion,""
сумрачный,Adj,сумрачный,negative,opinion,""
супермодный,Adj,супермодный,positive,opinion,""
супер-надежный,Adj,супер-надежный,positive,opinion,""
суперский,Adj,суперский,positive,opinion,""
суперсовременный,Adj,суперсовременный,positive,opinion,""
суперталантливый,Adj,суперталантливый,positive,opinion,""
суровый,Adj,суровый,negative,opinion,""
сусальный,Adj,сусальный,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
сусальный,Adj,сусальный,neutral,fact,"СУСАЛЬНЫЙ МЕТАЛЛ"
сутуловатый,Adj,сутуловатый,negative,opinion,""
сутулый,Adj,сутулый,negative,opinion,""
сухой,Adj,сухой,negative,opinion,"СУХОЙ (ЛИШЕННЫЙ СВЕЖЕСТИ,СОЧНОСТИ,МЯГКОСТИ)"
сухой,Adj,сухой,negative,opinion,"СУХОЙ В ОБРАЩЕНИИ"
сухой,Adj,сухой,neutral,fact,"СУХОЙ СЧЕТ"
сухой,Adj,сухой,neutral,opinion,"СУХОЙ (СКУПОЙ,ЛАКОНИЧНЫЙ)"
сухой,Adj,сухой,neutral,opinion,"ХУДОЙ,НЕТОЛСТЫЙ"
сухой,Adj,сухой,positive,opinion,"СУХОЙ,НЕМОКРЫЙ"
сухой,Adj,сухой,positive/negative,fact,"СУХАЯ ПОГОДА"
сухощавый,Adj,сухощавый,neutral,opinion,""
счастливый,Adj,счастливый,positive,opinion,""
съедобный,Adj,съедобный,positive,fact,""
сытный,Adj,сытный,positive,opinion,""
сытый,Adj,сытый,positive,opinion,""
тайфунный,Adj,тайфунный,negative,fact,""
тактичный,Adj,тактичный,positive,opinion,""
талантливейший,Adj,талантливейший,positive,opinion,""
талантливый,Adj,талантливый,positive,opinion,""
тараканий,Adj,тараканий,negative,fact,""
твердокаменный,Adj,твердокаменный,negative,opinion,""
твердолобый,Adj,твердолобый,negative,opinion,""
твердый,Adj,твердый,neutral,opinion,"ТВЕРДЫЙ,НЕМЯГКИЙ"
твердый,Adj,твердый,positive,opinion,"ПРОЧНЫЙ (НЕИЗМЕННЫЙ)"
твердый,Adj,твердый,positive,opinion,"ТВЕРДОСТЬ,СТОЙКОСТЬ,НЕПОКОЛЕБИМОСТЬ"
театральный,Adj,театральный,negative,opinion,"ТЕАТРАЛЬНЫЙ (НЕЕСТЕСТВЕННЫЙ,ПОКАЗНОЙ)"
театральный,Adj,театральный,neutral,fact,"ТЕАТР"
театральный,Adj,театральный,neutral,fact,"ТЕАТРАЛЬНОЕ ИСКУССТВО"
темный,Adj,темный,negative,opinion,"ОТСТАЛЫЙ (СЛАБОРАЗВИТЫЙ)"
темный,Adj,темный,negative,opinion,"ТЕМНЫЙ (НЕПОНЯТНЫЙ)"
темный,Adj,темный,neutral,opinion,"ТЕМНЫЙ ПО ЦВЕТУ"
темный,Adj,темный,neutral,opinion,"ТЕМНЫЙ,ПЛОХО ОСВЕЩЕННЫЙ"
тенденциозный,Adj,тенденциозный,negative,opinion,""
тепленький,Adj,тепленький,neutral,opinion,""
теплый,Adj,теплый,neutral,opinion,"ТЕПЛЫЙ,НЕХОЛОДНЫЙ"
теплый,Adj,теплый,positive,opinion,"ТЕПЛЫЙ ПО ЦВЕТУ"
теплый,Adj,теплый,positive,opinion,"ХОРОШИЕ ОТНОШЕНИЯ"
терпеливый,Adj,терпеливый,positive,opinion,""
терпимый,Adj,терпимый,positive,opinion,""
террористический,Adj,террористический,negative,fact ,""
тесноватый,Adj,тесноватый,negative,opinion,""
тесный,Adj,тесный,negative,opinion,"ЖАТЬ,БЫТЬ ТЕСНЫМ"
тесный,Adj,тесный,negative,opinion,"ТЕСНЫЙ,НЕПРОСТОРНЫЙ"
тесный,Adj,тесный,negative,opinion,"ТЕСНЫЙ,ТЕСНО РАСПОЛОЖЕННЫЙ"
тесный,Adj,тесный,negative,opinion,"ТЕСНЫЙ,УЗКИЙ"
тесный,Adj,тесный,positive,opinion,"БЛИЗОСТЬ В ОТНОШЕНИЯХ"
тиранический,Adj,тиранический,negative,opinion,""
тиранский,Adj,тиранский,negative,opinion,""
тихий,Adj,тихий,neutral,opinion,"ТИХИЙ,НЕГРОМКИЙ"
тихий,Adj,тихий,positive,opinion,"ТИХИЙ,НЕ ОЖИВЛЕННЫЙ"
тихий,Adj,тихий,positive/negative,opinion,"СМИРНЫЙ,ТИХИЙ"
токсикозный,Adj,токсикозный,negative,fact,""
токсинный,Adj,токсинный,negative,fact,""
токсический,Adj,токсический,negative,fact,""
токсичный,Adj,токсичный,negative,opinion,""
толковый,Adj,толковый,positive,opinion,""
толстенный,Adj,толстенный,negative,opinion,"ТОЛСТЫЙ,ТУЧНЫЙ"
толстенный,Adj,толстенный,neutral,opinion,"ТОЛСТЫЙ В ОБЪЕМЕ,В ОБХВАТЕ"
толстокожий,Adj,толстокожий,negative,opinion,""
толстопузый,Adj,толстопузый,negative,opinion,""
толстый,Adj,толстый,negative,opinion,"ТОЛСТЫЙ,ТУЧНЫЙ"
толстый,Adj,толстый,neutral,opinion,"ТОЛСТЫЙ В ОБЪЕМЕ,В ОБХВАТЕ"
тонкий,Adj,тонкий,neutral,opinion,"ВЫСОКИЙ ПО ЗВУКУ"
тонкий,Adj,тонкий,neutral,opinion,"ТОНКИЙ ПО ШИРИНЕ"
тонкий,Adj,тонкий,positive,opinion,"ДЕЛИКАТНЫЙ,ТАКТИЧНЫЙ"
тонкий,Adj,тонкий,positive,opinion,"ОСТРЫЙ,ТОНКИЙ (ХОРОШО ВОСПРИНИМАЮЩИЙ)"
тонкий,Adj,тонкий,positive,opinion,"УТОНЧЕННЫЙ,ИЗЫСКАННЫЙ"
тончайший,Adj,тончайший,neutral,opinion,"ТОНКИЙ ПО ШИРИНЕ"
тончайший,Adj,тончайший,positive,opinion,"УТОНЧЕННЫЙ,ИЗЫСКАННЫЙ"
топкий,Adj,топкий,negative,fact,""
топорный,Adj,топорный,negative,opinion,"ТОПОРНО ИЗГОТОВЛЕННЫЙ"
топорный,Adj,топорный,neutral,fact,"ТОПОР"
торгашеский,Adj,торгашеский,negative,opinion,""
торжественный,Adj,торжественный,positive,fact,"ТОРЖЕСТВО (ПРАЗДНЕСТВО)"
торжественный,Adj,торжественный,positive,opinion,"ТОРЖЕСТВЕННЫЙ (ВАЖНЫЙ,ВЕЛИЧАВЫЙ,СЕРЬЕЗНЫЙ)"
торопливый,Adj,торопливый,negative,opinion,""
тоскливый,Adj,тоскливый,negative,feeling,""
тоталитаристский,Adj,тоталитаристский,negative,fact,""
тоталитарный,Adj,тоталитарный,negative,fact ,""
точный,Adj,точный,positive,opinion,""
тошнотворный,Adj,тошнотворный,negative,opinion,""
тошнотный,Adj,тошнотный,negative,feeling,""
тошный,Adj,тошный,negative,opinion,""
тощий,Adj,тощий,negative,opinion,""
травматический,Adj,травматический,negative,fact,""
трагедийный,Adj,трагедийный,negative,opinion,"НЕСЧАСТЬЕ"
трагедийный,Adj,трагедийный,neutral,fact,"ТРАГЕДИЯ (ДРАМАТИЧЕСКОЕ ПРОИЗВЕДЕНИЕ)"
трагический,Adj,трагический,negative,opinion,"ТРАГИЧНЫЙ"
трагический,Adj,трагический,neutral,fact,"ТРАГЕДИЯ (ДРАМАТИЧЕСКОЕ ПРОИЗВЕДЕНИЕ)"
трагичный,Adj,трагичный,negative,opinion,""
траурный,Adj,траурный,negative,fact,""
требовательный,Adj,требовательный,positive,opinion,""
тревожный,Adj,тревожный,negative,feeling,""
трезвомыслящий,Adj,трезвомыслящий,positive,opinion,""
трезвый,Adj,трезвый,positive,opinion,""
третьестепенный,Adj,третьестепенный,negative,opinion,""
тривиальный,Adj,тривиальный,negative,opinion,""
триумфальный,Adj,триумфальный,positive,opinion,""
триумфаторский,Adj,триумфаторский,positive,opinion,""
трогательный,Adj,трогательный,positive,opinion,""
тромбозный,Adj,тромбозный,negative,fact,""
тромботический,Adj,тромботический,negative,fact,""
труднейший,Adj,труднейший,negative,opinion,""
трудновыполнимый,Adj,трудновыполнимый,negative,opinion,""
трудный,Adj,трудный,negative,opinion,""
трудоемкий,Adj,трудоемкий,negative,opinion,""
трудоизбыточный,Adj,трудоизбыточный,negative,fact,""
трудолюбивый,Adj,трудолюбивый,positive,opinion,""
трусливый,Adj,трусливый,negative,opinion,""
трусоватый,Adj,трусоватый,negative,opinion,""
трясинный,Adj,трясинный,negative,fact,""
туберкулезный,Adj,туберкулезный,negative,fact,""
тугоухий,Adj,тугоухий,negative,fact,""
туманный,Adj,туманный,negative,fact,"ТУМАН"
туманный,Adj,туманный,negative,opinion,"РАСПЛЫВЧАТЫЙ (НЕЯСНЫЙ)"
туманный,Adj,туманный,negative,opinion,"РАСПЛЫВЧАТЫЙ ПО ФОРМЕ"
тупейший,Adj,тупейший,negative,opinion,""
тупиковый,Adj,тупиковый,negative,opinion,"БЕЗВЫХОДНОЕ ПОЛОЖЕНИЕ"
тупиковый,Adj,тупиковый,neutral,fact,"ЖЕЛЕЗНОДОРОЖНЫЙ ТУПИК"
тупиковый,Adj,тупиковый,neutral,fact,"ТУПИК (УЛИЦА)"
тупиковый,Adj,тупиковый,neutral,fact,"ТУПИК,ТУПИКОВОЕ МЕСТО"
туповатый,Adj,туповатый,negative,opinion,""
тупоголовый,Adj,тупоголовый,negative,opinion,""
тупой,Adj,тупой,negative,opinion,"ТУПОЙ (ГЛУПЫЙ)"
тупой,Adj,тупой,neutral,fact,"ТУПОЙ,НЕОСТРЫЙ"
тупорылый,Adj,тупорылый,negative,opinion,""
тусклый,Adj,тусклый,negative,opinion,""
тучный,Adj,тучный,negative,opinion,""
тщательнейший,Adj,тщательнейший,positive,opinion,""
тщательный,Adj,тщательный,positive,opinion,""
тщедушный,Adj,тщедушный,negative,opinion,""
тщеславный,Adj,тщеславный,negative,opinion,""
тщетный,Adj,тщетный,negative,opinion,""
тюремный,Adj,тюремный,negative,fact,""
тягомотный,Adj,тягомотный,negative,opinion,""
тягучий,Adj,тягучий,positive/negative,opinion,""
тягчайший,Adj,тягчайший,negative,opinion,""
тяжеленный,Adj,тяжеленный,negative,opinion,""
тяжелобольной,Adj,тяжелобольной,negative,fact,""
тяжеловатый,Adj,тяжеловатый,negative,opinion,""
тяжелый,Adj,тяжелый,negative,opinion,""
тяжкий,Adj,тяжкий,negative,opinion,""
убедительнейший,Adj,убедительнейший,positive,opinion,""
убедительный,Adj,убедительный,positive,opinion,""
убежденный,Adj,убежденный,positive,opinion,""
убиенный,Adj,убиенный,negative,fact,""
убийственный,Adj,убийственный,negative,opinion,""
убогий,Adj,убогий,negative,opinion,""
убожество,Adj,убожество,negative,opinion,""
убойный,Adj,убойный,negative,opinion,"ПАГУБНЫЙ"
убойный,Adj,убойный,neutral,fact,"УБОЙ СКОТА"
уважительный,Adj,уважительный,positive,feeling,"УВАЖАТЬ,ОТНОСИТЬСЯ С УВАЖЕНИЕМ"
уважительный,Adj,уважительный,positive,opinion,"УВАЖАТЬ,СЧИТАТЬСЯ С МНЕНИЕМ"
уважительный,Adj,уважительный,positive,opinion,"УВАЖИТЕЛЬНЫЙ (ДОСТАТОЧНЫЙ ДЛЯ ОПРАВДАНИЯ)"
уверенный,Adj,уверенный,positive,feeling,""
увеселительный,Adj,увеселительный,positive,opinion,""
увечный,Adj,увечный,negative,fact,""
увлекательнейший,Adj,увлекательнейший,positive,opinion,""
увлекательный,Adj,увлекательный,positive,opinion,""
увлеченный,Adj,увлеченный,positive,opinion,""
угнетенный,Adj,угнетенный,negative,feeling,""
угодный,Adj,угодный,positive,opinion,""
уголовнонаказуемый,Adj,уголовнонаказуемый,negative,fact,""
уголовно-наказуемый,Adj,уголовно-наказуемый,negative,fact,""
уголовный,Adj,уголовный,negative,fact,""
угреватый,Adj,угреватый,negative,fact,""
угрожающий,Adj,угрожающий,negative,opinion,""
угрюмый,Adj,угрюмый,negative,opinion,""
удачливый,Adj,удачливый,positive,opinion,""
удачный,Adj,удачный,positive,opinion,""
удивительный,Adj,удивительный,neutral,opinion,"УДИВИТЕЛЬНЫЙ"
удивительный,Adj,удивительный,positive,opinion,"ИСКЛЮЧИТЕЛЬНЫЙ ПО СВОИМ КАЧЕСТВАМ"
удобный,Adj,удобный,positive,opinion,""
удовлетворительный,Adj,удовлетворительный,positive,opinion,""
удрученный,Adj,удрученный,negative,feeling,""
удушающий,Adj,удушающий,negative,opinion,""
удушливый,Adj,удушливый,negative,fact,"УДУШЬЕ"
удушливый,Adj,удушливый,negative,opinion,"ПРИТЕСНИТЬ"
ужасающий,Adj,ужасающий,negative,opinion,""
ужаснейший,Adj,ужаснейший,negative,opinion,""
ужасный,Adj,ужасный,negative,opinion,""
уживчивый,Adj,уживчивый,positive,opinion,""
узбагоительный,Adj,узбагоительный,positive,feeling,""
узкий,Adj,узкий,negative,opinion,"ЖАТЬ,БЫТЬ ТЕСНЫМ"
узкий,Adj,узкий,negative,opinion,"ТЕСНЫЙ,УЗКИЙ"
узкий,Adj,узкий,negative,opinion,"УЗКИЙ,ОГРАНИЧЕННЫЙ"
узкий,Adj,узкий,neutral,opinion,"УЗКИЙ В ШИРИНУ"
узкокорыстный,Adj,узкокорыстный,negative,opinion,""
укоризненный,Adj,укоризненный,negative,opinion,""
укушенный,Adj,укушенный,negative,fact,""
улетный,Adj,улетный,positive,opinion,""
улыбчивый,Adj,улыбчивый,positive,opinion,""
ультимативный,Adj,ультимативный,negative,opinion,""
ультрамодный,Adj,ультрамодный,positive,opinion,""
ультрарадикальный,Adj,ультрарадикальный,negative,opinion,""
ультрасовременный,Adj,ультрасовременный,positive,opinion,""
умалишенный,Adj,умалишенный,negative,opinion,""
умелый,Adj,умелый,positive,opinion,""
умеренный,Adj,умеренный,positive/negative,opinion,""
уместный,Adj,уместный,positive,opinion,""
умнейший,Adj,умнейший,positive,opinion,""
умный,Adj,умный,positive,opinion,""
умопомрачительный,Adj,умопомрачительный,neutral,operator,""
уморительный,Adj,уморительный,positive,opinion,""
умудренный,Adj,умудренный,positive,opinion,""
универсальный,Adj,универсальный,positive,opinion,""
унижающий,Adj,унижающий,negative,opinion,""
унизительный,Adj,унизительный,negative,opinion,""
уникальнейший,Adj,уникальнейший,positive,opinion,""
уникальный,Adj,уникальный,neutral,opinion,""
уничижительный,Adj,уничижительный,negative,opinion,""
унылый,Adj,унылый,negative,opinion,""
упаднический,Adj,упаднический,negative,opinion,""
упадочный,Adj,упадочный,negative,opinion,""
упертый,Adj,упертый,negative,opinion,"УПРЯМЫЙ (НЕУСТУПЧИВЫЙ)"
упертый,Adj,упертый,positive/negative,opinion,"УПОРСТВО В ДОСТИЖЕНИИ ЦЕЛИ"
упитанный,Adj,упитанный,positive/negative,opinion,""
упоительный,Adj,упоительный,positive,opinion,""
упоротый,Adj,упоротый/упорота,negative,opinion,""
упрямый,Adj,упрямый,negative,opinion,""
уравновешенный,Adj,уравновешенный,positive,opinion,""
ураганный,Adj,ураганный,negative,fact,""
уродливый,Adj,уродливый,negative,opinion,""
уродский,Adj,уродский,negative,opinion,""
усердный,Adj,усердный,positive,opinion,""
усложняющий,Adj,усложняющий,negative,opinion,""
успешливый,Adj,успешливый,positive,opinion,""
успешный,Adj,успешный,positive,opinion,""
усталый,Adj,усталый,negative,feeling,""
устаревший,Adj,устаревший,negative,opinion,""
устарелый,Adj,устарелый,negative,opinion,""
устойчивый,Adj,устойчивый,positive,opinion,""
уступчивый,Adj,уступчивый,positive,opinion,""
утомительный,Adj,утомительный,negative,opinion,""
утомленный,Adj,утомленный,negative,feeling,""
утонченный,Adj,утонченный,positive,opinion,""
утопичный,Adj,утопичный,negative,opinion,""
ухабистый,Adj,ухабистый,negative,fact,""
ухоженный,Adj,ухоженный,positive,opinion,""
участливый,Adj,участливый,positive,feeling,""
учительский,Adj,учительский,neutral,fact,"ШКОЛЬНЫЙ УЧИТЕЛЬ"
учительский,Adj,учительский,positive,opinion,"НАСТАВИТЕЛЬНЫЙ,ПОУЧИТЕЛЬНЫЙ"
ушлый,Adj,ушлый,negative,opinion,""
ущербный,Adj,ущербный,negative,opinion,""
уютный,Adj,уютный,positive,opinion,""
уязвимый,Adj,уязвимый,negative,opinion,""
фаворитский,Adj,фаворитский,negative,fact,""
фальсификаторский,Adj,фальсификаторский,negative,fact,""
фальсификационный,Adj,фальсификационный,negative,fact,""
фальшивый,Adj,фальшивый,negative,opinion,""
фанатический,Adj,фанатический,negative,opinion,""
фанатичный,Adj,фанатичный,positive/negative,opinion,""
фантастический,Adj,фантастический,neutral,fact,"ФАНТАСТИКА (ЛИТЕРАТУРНОЕ ПРОИЗВЕДЕНИЕ)"
фантастический,Adj,фантастический,positive,opinion,"ИСКЛЮЧИТЕЛЬНЫЙ ПО СВОИМ КАЧЕСТВАМ"
фантастический,Adj,фантастический,positive,opinion,"НЕМЫСЛИМЫЙ (НЕВОЗМОЖНЫЙ)"
фантастический,Adj,фантастический,positive,opinion,"ПОРАЗИТЕЛЬНЫЙ (НЕОБЫЧНЫЙ)"
фанфаронский,Adj,фанфаронский,negative,opinion,""
фартовый,Adj,фартовый,positive,opinion,""
фатальный,Adj,фатальный,negative,opinion,""
фашиствующий,Adj,фашиствующий,negative,opinion,""
фашистский,Adj,фашистский,negative,fact,""
феерический,Adj,феерический,positive,opinion,""
фееричный,Adj,фееричный,positive,opinion,""
